date,product_id,product_name,quantity_sold,unit_price,customer_id,price,sales_channel
2025-05-01,G002,Wheat Flour 1kg,1,38.05,C0133,,
2025-05-01,G006,Milk Packet 500ml,2,26.61,C0134,,
2025-05-01,G008,Eggs 12 pieces,1,90.07,C0135,,
2025-05-01,G016,Ghee 500ml,2,518.07,C0136,,
2025-05-01,G005,Oil Sunflower 1L,1,155.98,C0137,,
2025-05-01,G012,Soap Lifebouy,1,43.03,C0138,,
2025-05-01,G016,Ghee 500ml,2,512.48,C0139,,
2025-05-01,G018,Honey 500g,1,364.24,C0140,,
2025-05-01,G018,Honey 500g,1,335.44,C0141,,
2025-05-01,G016,Ghee 500ml,1,483.71,C0142,,
2025-05-01,G004,Dal Toor 500g,1,139.15,C0143,,
2025-05-01,G016,Ghee 500ml,1,517.96,C0144,,
2025-05-02,G016,Ghee 500ml,1,497.55,C0145,,
2025-05-02,G002,Wheat Flour 1kg,1,37.51,C0146,,
2025-05-02,G009,Tea Powder 250g,1,225.18,C0147,,
2025-05-02,G004,Dal Toor 500g,1,146.4,C0148,,
2025-05-02,G001,Rice Basmati 1kg,1,99.41,C0149,,
2025-05-02,G006,Milk Packet 500ml,1,25.29,C0150,,
2025-05-02,G008,Eggs 12 pieces,1,88.65,C0151,,
2025-05-02,G002,Wheat Flour 1kg,1,37.34,C0152,,
2025-05-02,G003,Sugar 1kg,3,48.88,C0153,,
2025-05-02,G004,Dal Toor 500g,1,135.6,C0154,,
2025-05-02,G020,Pickle Mixed 400g,1,120.41,C0155,,
2025-05-02,G003,Sugar 1kg,2,47.62,C0156,,
2025-05-02,G011,Biscuits Parle-G,1,15.49,C0157,,
2025-05-02,G013,Detergent 1kg,1,205.47,C0158,,
2025-05-02,G002,Wheat Flour 1kg,1,41.01,C0159,,
2025-05-02,G012,Soap Lifebouy,1,44.66,C0160,,
2025-05-02,G016,Ghee 500ml,1,516.4,C0161,,
2025-05-02,G011,Biscuits Parle-G,1,15.96,C0162,,
2025-05-02,G011,Biscuits Parle-G,2,14.96,C0163,,
2025-05-02,G005,Oil Sunflower 1L,2,160.71,C0164,,
2025-05-02,G002,Wheat Flour 1kg,1,40.58,C0165,,
2025-05-02,G015,Onions 1kg,1,33.26,C0166,,
2025-05-02,G016,Ghee 500ml,2,505.57,C0167,,
2025-05-02,G001,Rice Basmati 1kg,2,94.73,C0168,,
2025-05-02,G002,Wheat Flour 1kg,1,40.21,C0169,,
2025-05-02,G019,Coffee Instant 100g,1,191.0,C0170,,
2025-05-02,G011,Biscuits Parle-G,1,15.9,C0171,,
2025-05-02,G003,Sugar 1kg,1,49.76,C0172,,
2025-05-02,G004,Dal Toor 500g,1,139.5,C0173,,
2025-05-02,G002,Wheat Flour 1kg,1,37.71,C0174,,
2025-05-02,G011,Biscuits Parle-G,2,16.3,C0175,,
2025-05-02,G001,Rice Basmati 1kg,1,97.6,C0176,,
2025-05-02,G012,Soap Lifebouy,1,45.85,C0177,,
2025-05-02,G007,Bread White 400g,1,32.52,C0178,,
2025-05-02,G008,Eggs 12 pieces,1,84.3,C0179,,
2025-05-02,G003,Sugar 1kg,1,51.7,C0180,,
2025-05-02,G016,Ghee 500ml,1,471.43,C0181,,
2025-05-02,G002,Wheat Flour 1kg,1,37.96,C0182,,
2025-05-02,G008,Eggs 12 pieces,1,82.92,C0183,,
2025-05-02,G015,Onions 1kg,1,32.31,C0184,,
2025-05-02,G006,Milk Packet 500ml,1,26.73,C0185,,
2025-05-02,G011,Biscuits Parle-G,2,15.0,C0186,,
2025-05-02,G015,Onions 1kg,1,34.68,C0187,,
2025-05-02,G005,Oil Sunflower 1L,1,161.01,C0188,,
2025-05-02,G005,Oil Sunflower 1L,2,163.43,C0189,,
2025-05-02,G001,Rice Basmati 1kg,2,95.45,C0190,,
2025-05-02,G001,Rice Basmati 1kg,1,93.6,C0191,,
2025-05-02,G008,Eggs 12 pieces,1,87.88,C0192,,
2025-05-02,G008,Eggs 12 pieces,1,83.93,C0193,,
2025-05-02,G011,Biscuits Parle-G,1,15.18,C0194,,
2025-05-02,G006,Milk Packet 500ml,1,26.04,C0195,,
2025-05-02,G016,Ghee 500ml,2,474.36,C0196,,
2025-05-02,G012,Soap Lifebouy,1,44.17,C0197,,
2025-05-02,G008,Eggs 12 pieces,1,85.73,C0198,,
2025-05-02,G015,Onions 1kg,1,34.42,C0199,,
2025-05-02,G014,Turmeric Powder 100g,1,57.24,C0200,,
2025-05-02,G011,Biscuits Parle-G,2,15.76,C0201,,
2025-05-02,G001,Rice Basmati 1kg,3,101.03,C0202,,
2025-05-02,G001,Rice Basmati 1kg,3,99.43,C0203,,
2025-05-02,G008,Eggs 12 pieces,1,88.52,C0204,,
2025-05-02,G019,Coffee Instant 100g,1,199.99,C0205,,
2025-05-02,G003,Sugar 1kg,1,51.06,C0206,,
2025-05-02,G002,Wheat Flour 1kg,1,38.55,C0207,,
2025-05-02,G011,Biscuits Parle-G,1,15.9,C0208,,
2025-05-02,G002,Wheat Flour 1kg,2,39.4,C0209,,
2025-05-02,G002,Wheat Flour 1kg,1,37.69,C0210,,
2025-05-02,G005,Oil Sunflower 1L,2,160.28,C0211,,
2025-05-02,G012,Soap Lifebouy,1,43.83,C0212,,
2025-05-02,G011,Biscuits Parle-G,1,16.01,C0213,,
2025-05-02,G003,Sugar 1kg,1,48.45,C0214,,
2025-05-02,G012,Soap Lifebouy,1,42.09,C0215,,
2025-05-02,G003,Sugar 1kg,2,50.54,C0216,,
2025-05-02,G006,Milk Packet 500ml,1,24.87,C0217,,
2025-05-02,G013,Detergent 1kg,1,215.17,C0218,,
2025-05-02,G011,Biscuits Parle-G,1,15.94,C0219,,
2025-05-02,G015,Onions 1kg,1,33.46,C0220,,
2025-05-02,G011,Biscuits Parle-G,1,15.68,C0221,,
2025-05-02,G009,Tea Powder 250g,1,227.59,C0222,,
2025-05-02,G002,Wheat Flour 1kg,1,40.33,C0223,,
2025-05-02,G006,Milk Packet 500ml,1,25.4,C0224,,
2025-05-02,G016,Ghee 500ml,2,492.95,C0225,,
2025-05-03,G003,Sugar 1kg,2,48.89,C0226,,
2025-05-03,G018,Honey 500g,1,366.83,C0227,,
2025-05-03,G007,Bread White 400g,1,34.53,C0228,,
2025-05-03,G015,Onions 1kg,1,34.44,C0229,,
2025-05-03,G011,Biscuits Parle-G,2,16.06,C0230,,
2025-05-03,G010,Salt 1kg,1,22.49,C0231,,
2025-05-03,G004,Dal Toor 500g,1,146.83,C0232,,
2025-05-03,G019,Coffee Instant 100g,1,184.31,C0233,,
2025-05-03,G004,Dal Toor 500g,1,144.75,C0234,,
2025-05-03,G003,Sugar 1kg,3,47.4,C0235,,
2025-05-03,G012,Soap Lifebouy,1,43.04,C0236,,
2025-05-03,G006,Milk Packet 500ml,2,26.83,C0237,,
2025-05-03,G002,Wheat Flour 1kg,3,39.7,C0238,,
2025-05-03,G011,Biscuits Parle-G,2,14.88,C0239,,
2025-05-03,G003,Sugar 1kg,2,48.45,C0240,,
2025-05-03,G008,Eggs 12 pieces,1,85.68,C0241,,
2025-05-03,G017,Almonds 250g,1,824.93,C0242,,
2025-05-03,G008,Eggs 12 pieces,1,82.33,C0243,,
2025-05-03,G007,Bread White 400g,1,33.37,C0244,,
2025-05-03,G002,Wheat Flour 1kg,2,40.35,C0245,,
2025-05-03,G008,Eggs 12 pieces,1,87.19,C0246,,
2025-05-03,G007,Bread White 400g,1,33.88,C0247,,
2025-05-03,G018,Honey 500g,1,348.58,C0248,,
2025-05-03,G018,Honey 500g,1,364.04,C0249,,
2025-05-03,G015,Onions 1kg,1,32.31,C0250,,
2025-05-03,G016,Ghee 500ml,1,491.85,C0251,,
2025-05-03,G007,Bread White 400g,1,33.21,C0252,,
2025-05-03,G015,Onions 1kg,1,33.35,C0253,,
2025-05-03,G016,Ghee 500ml,2,485.45,C0254,,
2025-05-03,G003,Sugar 1kg,1,47.07,C0255,,
2025-05-03,G005,Oil Sunflower 1L,3,163.51,C0256,,
2025-05-03,G008,Eggs 12 pieces,1,88.63,C0257,,
2025-05-03,G012,Soap Lifebouy,1,42.52,C0258,,
2025-05-03,G019,Coffee Instant 100g,1,195.41,C0259,,
2025-05-03,G003,Sugar 1kg,2,47.7,C0260,,
2025-05-03,G009,Tea Powder 250g,1,215.4,C0261,,
2025-05-03,G020,Pickle Mixed 400g,1,128.31,C0262,,
2025-05-03,G002,Wheat Flour 1kg,1,38.87,C0263,,
2025-05-03,G005,Oil Sunflower 1L,2,166.2,C0264,,
2025-05-03,G015,Onions 1kg,1,35.15,C0265,,
2025-05-03,G013,Detergent 1kg,1,221.33,C0266,,
2025-05-03,G012,Soap Lifebouy,1,43.61,C0267,,
2025-05-03,G012,Soap Lifebouy,1,45.33,C0268,,
2025-05-03,G016,Ghee 500ml,2,510.7,C0269,,
2025-05-03,G016,Ghee 500ml,1,497.41,C0270,,
2025-05-03,G015,Onions 1kg,1,34.04,C0271,,
2025-05-03,G015,Onions 1kg,1,32.43,C0272,,
2025-05-03,G015,Onions 1kg,1,34.15,C0273,,
2025-05-03,G008,Eggs 12 pieces,1,89.83,C0274,,
2025-05-03,G004,Dal Toor 500g,1,143.52,C0275,,
2025-05-03,G004,Dal Toor 500g,1,143.71,C0276,,
2025-05-03,G015,Onions 1kg,1,35.26,C0277,,
2025-05-03,G011,Biscuits Parle-G,1,15.19,C0278,,
2025-05-03,G012,Soap Lifebouy,1,43.55,C0279,,
2025-05-03,G015,Onions 1kg,1,34.04,C0280,,
2025-05-03,G015,Onions 1kg,1,34.27,C0281,,
2025-05-03,G016,Ghee 500ml,2,484.68,C0282,,
2025-05-03,G007,Bread White 400g,1,35.11,C0283,,
2025-05-03,G001,Rice Basmati 1kg,3,96.45,C0284,,
2025-05-03,G019,Coffee Instant 100g,1,183.56,C0285,,
2025-05-03,G001,Rice Basmati 1kg,3,100.92,C0286,,
2025-05-03,G004,Dal Toor 500g,1,143.61,C0287,,
2025-05-03,G005,Oil Sunflower 1L,1,156.94,C0288,,
2025-05-03,G006,Milk Packet 500ml,1,26.61,C0289,,
2025-05-03,G009,Tea Powder 250g,1,226.47,C0290,,
2025-05-03,G001,Rice Basmati 1kg,2,98.69,C0291,,
2025-05-03,G001,Rice Basmati 1kg,3,98.14,C0292,,
2025-05-03,G015,Onions 1kg,1,34.29,C0293,,
2025-05-03,G006,Milk Packet 500ml,1,26.67,C0294,,
2025-05-03,G001,Rice Basmati 1kg,1,93.37,C0295,,
2025-05-03,G005,Oil Sunflower 1L,2,159.22,C0296,,
2025-05-03,G013,Detergent 1kg,1,214.96,C0297,,
2025-05-03,G003,Sugar 1kg,1,50.9,C0298,,
2025-05-03,G019,Coffee Instant 100g,1,191.19,C0299,,
2025-05-03,G001,Rice Basmati 1kg,3,101.14,C0300,,
2025-05-03,G001,Rice Basmati 1kg,1,101.75,C0301,,
2025-05-03,G005,Oil Sunflower 1L,1,153.99,C0302,,
2025-05-03,G005,Oil Sunflower 1L,1,161.15,C0303,,
2025-05-03,G011,Biscuits Parle-G,1,15.91,C0304,,
2025-05-03,G012,Soap Lifebouy,1,43.44,C0305,,
2025-05-03,G020,Pickle Mixed 400g,1,123.38,C0306,,
2025-05-03,G004,Dal Toor 500g,1,144.85,C0307,,
2025-05-03,G016,Ghee 500ml,1,489.37,C0308,,
2025-05-03,G015,Onions 1kg,1,32.29,C0309,,
2025-05-03,G006,Milk Packet 500ml,1,26.55,C0310,,
2025-05-03,G007,Bread White 400g,1,33.89,C0311,,
2025-05-03,G002,Wheat Flour 1kg,2,38.85,C0312,,
2025-05-03,G002,Wheat Flour 1kg,3,40.07,C0313,,
2025-05-03,G018,Honey 500g,1,344.81,C0314,,
2025-05-03,G015,Onions 1kg,1,32.58,C0315,,
2025-05-03,G012,Soap Lifebouy,1,43.09,C0316,,
2025-05-03,G007,Bread White 400g,2,33.85,C0317,,
2025-05-03,G003,Sugar 1kg,3,51.08,C0318,,
2025-05-03,G003,Sugar 1kg,2,50.04,C0319,,
2025-05-03,G016,Ghee 500ml,1,484.36,C0320,,
2025-05-03,G005,Oil Sunflower 1L,1,154.52,C0321,,
2025-05-03,G012,Soap Lifebouy,1,41.87,C0322,,
2025-05-03,G011,Biscuits Parle-G,1,15.65,C0323,,
2025-05-03,G016,Ghee 500ml,1,489.16,C0324,,
2025-05-03,G017,Almonds 250g,1,861.4,C0325,,
2025-05-03,G013,Detergent 1kg,1,219.76,C0326,,
2025-05-03,G005,Oil Sunflower 1L,1,158.68,C0327,,
2025-05-03,G009,Tea Powder 250g,1,216.2,C0328,,
2025-05-03,G007,Bread White 400g,1,32.96,C0329,,
2025-05-03,G006,Milk Packet 500ml,1,25.41,C0330,,
2025-05-03,G006,Milk Packet 500ml,2,25.37,C0331,,
2025-05-03,G013,Detergent 1kg,1,221.34,C0332,,
2025-05-03,G002,Wheat Flour 1kg,2,38.14,C0333,,
2025-05-03,G003,Sugar 1kg,2,47.38,C0334,,
2025-05-03,G001,Rice Basmati 1kg,1,97.36,C0335,,
2025-05-03,G002,Wheat Flour 1kg,2,39.49,C0336,,
2025-05-03,G015,Onions 1kg,1,33.04,C0337,,
2025-05-03,G012,Soap Lifebouy,1,42.31,C0338,,
2025-05-03,G004,Dal Toor 500g,1,146.3,C0339,,
2025-05-03,G001,Rice Basmati 1kg,1,93.9,C0340,,
2025-05-03,G004,Dal Toor 500g,1,141.94,C0341,,
2025-05-03,G004,Dal Toor 500g,1,145.08,C0342,,
2025-05-03,G001,Rice Basmati 1kg,1,99.05,C0343,,
2025-05-03,G007,Bread White 400g,2,33.09,C0344,,
2025-05-03,G007,Bread White 400g,1,32.41,C0345,,
2025-05-03,G009,Tea Powder 250g,1,225.31,C0346,,
2025-05-03,G011,Biscuits Parle-G,2,15.8,C0347,,
2025-05-03,G003,Sugar 1kg,2,49.25,C0348,,
2025-05-03,G007,Bread White 400g,2,34.03,C0349,,
2025-05-03,G011,Biscuits Parle-G,1,15.8,C0350,,
2025-05-03,G004,Dal Toor 500g,1,139.5,C0351,,
2025-05-03,G015,Onions 1kg,1,33.59,C0352,,
2025-05-03,G011,Biscuits Parle-G,1,16.17,C0353,,
2025-05-03,G003,Sugar 1kg,2,48.93,C0354,,
2025-05-03,G003,Sugar 1kg,3,49.25,C0355,,
2025-05-03,G011,Biscuits Parle-G,1,15.56,C0356,,
2025-05-03,G001,Rice Basmati 1kg,1,100.79,C0357,,
2025-05-03,G009,Tea Powder 250g,1,219.7,C0358,,
2025-05-03,G008,Eggs 12 pieces,1,88.04,C0359,,
2025-05-03,G009,Tea Powder 250g,1,216.61,C0360,,
2025-05-03,G007,Bread White 400g,1,33.06,C0361,,
2025-05-03,G011,Biscuits Parle-G,1,14.97,C0362,,
2025-05-03,G004,Dal Toor 500g,1,138.09,C0363,,
2025-05-03,G005,Oil Sunflower 1L,1,160.92,C0364,,
2025-05-03,G008,Eggs 12 pieces,1,84.61,C0365,,
2025-05-03,G007,Bread White 400g,1,34.3,C0366,,
2025-05-03,G018,Honey 500g,1,355.02,C0367,,
2025-05-03,G008,Eggs 12 pieces,1,87.72,C0368,,
2025-05-03,G003,Sugar 1kg,3,51.54,C0369,,
2025-05-03,G003,Sugar 1kg,1,48.82,C0370,,
2025-05-03,G001,Rice Basmati 1kg,3,96.2,C0371,,
2025-05-03,G001,Rice Basmati 1kg,1,94.21,C0372,,
2025-05-03,G001,Rice Basmati 1kg,2,98.14,C0373,,
2025-05-03,G011,Biscuits Parle-G,1,16.19,C0374,,
2025-05-03,G003,Sugar 1kg,1,47.83,C0375,,
2025-05-03,G006,Milk Packet 500ml,2,24.74,C0376,,
2025-05-03,G015,Onions 1kg,1,35.33,C0377,,
2025-05-03,G003,Sugar 1kg,2,48.18,C0378,,
2025-05-04,G015,Onions 1kg,1,33.3,C0379,,
2025-05-04,G016,Ghee 500ml,1,484.78,C0380,,
2025-05-04,G003,Sugar 1kg,1,47.83,C0381,,
2025-05-04,G012,Soap Lifebouy,1,45.38,C0382,,
2025-05-04,G011,Biscuits Parle-G,2,15.69,C0383,,
2025-05-04,G015,Onions 1kg,1,33.02,C0384,,
2025-05-04,G012,Soap Lifebouy,1,43.53,C0385,,
2025-05-04,G015,Onions 1kg,1,32.37,C0386,,
2025-05-04,G016,Ghee 500ml,2,516.93,C0387,,
2025-05-04,G002,Wheat Flour 1kg,2,38.16,C0388,,
2025-05-04,G013,Detergent 1kg,1,210.05,C0389,,
2025-05-04,G015,Onions 1kg,1,34.89,C0390,,
2025-05-04,G020,Pickle Mixed 400g,1,120.86,C0391,,
2025-05-04,G007,Bread White 400g,1,32.39,C0392,,
2025-05-04,G007,Bread White 400g,1,34.96,C0393,,
2025-05-04,G010,Salt 1kg,1,23.25,C0394,,
2025-05-04,G016,Ghee 500ml,1,485.1,C0395,,
2025-05-04,G008,Eggs 12 pieces,1,83.99,C0396,,
2025-05-04,G015,Onions 1kg,1,32.27,C0397,,
2025-05-04,G007,Bread White 400g,1,31.98,C0398,,
2025-05-04,G013,Detergent 1kg,1,220.72,C0399,,
2025-05-04,G013,Detergent 1kg,1,218.48,C0400,,
2025-05-04,G002,Wheat Flour 1kg,1,39.86,C0401,,
2025-05-04,G008,Eggs 12 pieces,1,82.52,C0402,,
2025-05-04,G004,Dal Toor 500g,1,140.05,C0403,,
2025-05-04,G015,Onions 1kg,1,35.37,C0404,,
2025-05-04,G006,Milk Packet 500ml,1,24.8,C0405,,
2025-05-04,G008,Eggs 12 pieces,1,88.59,C0406,,
2025-05-04,G007,Bread White 400g,1,33.1,C0407,,
2025-05-04,G003,Sugar 1kg,1,50.88,C0408,,
2025-05-04,G008,Eggs 12 pieces,1,87.39,C0409,,
2025-05-04,G001,Rice Basmati 1kg,2,102.09,C0410,,
2025-05-04,G006,Milk Packet 500ml,1,25.14,C0411,,
2025-05-04,G008,Eggs 12 pieces,1,86.38,C0412,,
2025-05-04,G008,Eggs 12 pieces,1,84.12,C0413,,
2025-05-04,G009,Tea Powder 250g,1,214.9,C0414,,
2025-05-04,G011,Biscuits Parle-G,2,15.34,C0415,,
2025-05-04,G007,Bread White 400g,1,33.26,C0416,,
2025-05-04,G016,Ghee 500ml,1,480.08,C0417,,
2025-05-04,G016,Ghee 500ml,2,496.56,C0418,,
2025-05-04,G011,Biscuits Parle-G,1,15.76,C0419,,
2025-05-04,G013,Detergent 1kg,1,212.14,C0420,,
2025-05-04,G014,Turmeric Powder 100g,1,56.49,C0421,,
2025-05-04,G014,Turmeric Powder 100g,1,55.68,C0422,,
2025-05-04,G002,Wheat Flour 1kg,1,40.65,C0423,,
2025-05-04,G004,Dal Toor 500g,1,138.41,C0424,,
2025-05-04,G001,Rice Basmati 1kg,1,99.09,C0425,,
2025-05-04,G005,Oil Sunflower 1L,3,153.9,C0426,,
2025-05-04,G007,Bread White 400g,1,32.15,C0427,,
2025-05-04,G015,Onions 1kg,1,33.28,C0428,,
2025-05-04,G006,Milk Packet 500ml,1,26.38,C0429,,
2025-05-04,G002,Wheat Flour 1kg,1,37.54,C0430,,
2025-05-04,G002,Wheat Flour 1kg,1,39.79,C0431,,
2025-05-04,G013,Detergent 1kg,1,205.76,C0432,,
2025-05-04,G019,Coffee Instant 100g,1,199.94,C0433,,
2025-05-04,G002,Wheat Flour 1kg,2,38.08,C0434,,
